"geometry",".tidygraph_node_index"
c(10.2143063, 56.1391792),NA
c(10.2142727, 56.1390561),23496
c(10.2137025, 56.1391768),NA
c(10.2128499, 56.1389015),NA
c(10.212509, 56.1383413),NA
c(10.213253, 56.1376099),23497
c(10.2010349, 56.1519638),23504
c(10.2115321, 56.195205),23507
c(10.1573391, 56.1670953),23508
c(10.1565902, 56.16765),NA
c(10.1564625, 56.167616),23509
c(10.1922682, 56.1564027),23511
c(10.1937125, 56.1562639),23512
c(10.1935263, 56.1564147),23513
c(10.1935613, 56.1563804),23514
c(10.1935855, 56.1563568),23515
c(10.1936147, 56.1563325),23516
c(10.1936529, 56.1563057),23517
c(10.1936889, 56.1562805),23518
c(10.1916506, 56.1550553),23522
c(10.191029, 56.1562757),NA
c(10.1911578, 56.1561562),NA
c(10.1910746, 56.1561477),23526
c(10.1909586, 56.1562373),23528
c(10.1922067, 56.1564692),23532
c(10.1754845, 56.1137715),23534
c(10.1755588, 56.1137738),NA
c(10.1756274, 56.1137759),NA
c(10.1757737, 56.1137803),NA
c(10.1758198, 56.1137818),NA
c(10.1758706, 56.1137833),NA
c(10.1759168, 56.1137847),23535
c(10.1754794, 56.1138257),23536
c(10.1755527, 56.1138277),NA
c(10.1756222, 56.1138295),NA
c(10.1757685, 56.1138334),NA
c(10.1758158, 56.1138347),NA
c(10.1758653, 56.113836),NA
c(10.1759116, 56.1138373),23537
c(10.1758598, 56.1138909),23538
c(10.1758759, 56.1137304),23539
c(10.1758116, 56.1138894),23540
c(10.1758238, 56.1137288),23541
c(10.1757632, 56.113888),23542
c(10.1757788, 56.1137273),23543
c(10.1756169, 56.1138837),23544
c(10.1756326, 56.1137226),23545
c(10.1755466, 56.1138816),23546
c(10.1755648, 56.1137205),23547
c(10.1756418, 56.1144576),NA
c(10.1756385, 56.1144826),NA
c(10.1756358, 56.1145069),23549
c(10.2173263, 56.163198),23554
c(10.2298333, 56.1655813),23559
c(10.2070144, 56.1312001),23561
c(10.2069406, 56.1311786),NA
c(10.2068381, 56.1311479),23562
c(10.2070939, 56.1310116),23563
c(10.2067827, 56.1312955),23564
c(10.1689082, 56.1504174),23566
c(10.2080892, 56.1358489),23567
c(10.206969, 56.1361339),23569
c(10.2074372, 56.1365114),23571
c(10.2072711, 56.1364045),23572
c(10.2071927, 56.1368174),23574
c(10.2069184, 56.1366048),23575
c(10.2058443, 56.1513331),23583
c(10.2061898, 56.1509092),23585
c(10.2088816, 56.1484266),NA
c(10.2088615, 56.148373),23586
c(10.208835, 56.148296),23587
c(10.2088698, 56.1483949),23588
c(10.2093899, 56.1498882),23592
c(10.209369, 56.1498362),23593
c(10.2093748, 56.1497397),23595
c(10.2093615, 56.1490696),NA
c(10.2094488, 56.1490602),23598
c(10.2094895, 56.1490559),23599
c(10.209655, 56.1490373),23600
c(10.2093569, 56.1490367),23603
c(10.2093049, 56.1490284),23604
c(10.2079602, 56.1457484),23605
c(10.2079185, 56.1457518),23606
c(10.2078089, 56.1457658),23607
c(10.2057227, 56.1474692),23608
c(10.2057296, 56.1474867),23609
c(10.2059307, 56.1474652),23610
c(10.2051922, 56.1477616),23611
c(10.2052349, 56.1477984),23612
c(10.1900920203912, 56.1868083431864),23616
c(10.1905834, 56.186927),23617
c(10.1632489, 56.1674051),NA
c(10.1620092, 56.1676841),23622
c(10.1619273, 56.1677503),23623
c(10.1554908, 56.1693592),23627
c(10.1564898, 56.1701621),23629
c(10.156047, 56.1701098),NA
c(10.1993134, 56.13626),23632
c(10.1989792, 56.1364636),23633
c(10.1987976, 56.1369479),23634
c(10.1988835, 56.1368527),23635
c(10.1990926, 56.1370966),23637
c(10.1991531, 56.1365961),NA
c(10.1993017, 56.1367393),NA
c(10.1988926, 56.1368401),NA
c(10.198914, 56.1368143),NA
c(10.1985966, 56.1366962),23641
c(10.1992371, 56.1369397),NA
c(10.1982212, 56.1357376),23645
c(10.1983159, 56.1356213),23646
c(10.198345, 56.1355868),23647
c(10.1945805, 56.1336668),NA
c(10.1779371, 56.1619749),23659
c(10.1789403, 56.1617135),23660
c(10.1809345, 56.1574812),23662
c(10.1796192, 56.1612929),NA
c(10.2122852, 56.1695791),NA
c(10.2115694, 56.1683191),23675
c(10.2114835, 56.16834),23677
c(10.2113762, 56.168358),23679
c(10.2112716, 56.1683714),23681
c(10.2111804, 56.1683878),23683
c(10.2110812, 56.1684042),23685
c(10.2149303, 56.1691527),23687
c(10.2141673, 56.1689402),NA
c(10.2145842, 56.1671916),23690
c(10.1472435, 56.1425711),NA
c(10.1469647, 56.1425436),NA
c(10.1466496, 56.1429898),NA
c(10.1469235, 56.1429979),NA
c(10.1619988, 56.1456096),23697
c(10.1621761, 56.1456142),23698
c(10.1620799, 56.1452215),23700
c(10.1623816, 56.1452128),23702
c(10.1624501, 56.145416),23703
c(10.1624824, 56.1452176),23704
c(10.1626139, 56.145424),23708
c(10.1625655, 56.1454216),23709
c(10.1625874, 56.1452226),23710
c(10.1624084, 56.145414),23712
c(10.1622996, 56.1454088),NA
c(10.1620777, 56.1454001),23716
c(10.1558938, 56.1566595),23720
c(10.1555525, 56.1568609),23722
c(10.1550982, 56.1571061),23728
c(10.1564664, 56.1569476),23730
c(10.1567528, 56.1568475),23731
c(10.1663701, 56.1290782),23733
c(10.1664774, 56.128777),23734
c(10.1664863, 56.1291036),23735
c(10.1666101, 56.1287756),23736
c(10.1666967, 56.1291497),23737
c(10.1668422, 56.1287758),23738
c(10.1665865, 56.1291256),23739
c(10.1667351, 56.1287743),23740
c(10.1667997, 56.1291722),23741
c(10.1669538, 56.1287783),23742
c(10.1669158, 56.1291976),23743
c(10.1670727, 56.128781),23744
c(10.1671762, 56.1287833),23745
c(10.1663084, 56.1290647),23746
c(10.1661247, 56.1287433),23747
c(10.1661938, 56.1279549),23753
c(10.166291, 56.1277702),23754
c(10.1660983, 56.1279381),23755
c(10.1662111, 56.1277574),23756
c(10.1661162, 56.1277423),NA
c(10.1660152, 56.1279235),23759
c(10.1665536, 56.1277333),NA
c(10.166667, 56.127753),NA
c(10.1669761, 56.1276749),NA
c(10.1668959, 56.1277926),NA
c(10.1667818, 56.12796),23767
c(10.168233, 56.1277948),23773
c(10.1681093, 56.1277894),NA
c(10.1680008, 56.1277857),NA
c(10.1678831, 56.127783),NA
c(10.167772, 56.1277806),23780
c(10.1677367, 56.12783),NA
c(10.1676271, 56.1278072),NA
c(10.1675265, 56.1277863),NA
c(10.1674284, 56.1277659),NA
c(10.1673243, 56.1277442),NA
c(10.1672209, 56.1277227),NA
c(10.2266408, 56.1120612),23794
c(10.2268393, 56.1120777),23795
c(10.2264485, 56.1120434),23796
c(10.211423, 56.1564687),NA
c(10.2105658, 56.1561813),23798
c(10.1493824, 56.1439342),23800
c(10.2314371, 56.1662446),23801
c(10.2365032, 56.1994216),23803
c(10.2110276, 56.1564041),23804
c(10.2109928, 56.1564361),NA
c(10.2108722, 56.1564996),23805
c(10.2107719, 56.1563283),23807
c(10.2108412, 56.1563488),NA
c(10.2112491, 56.1564695),23808
c(10.2041548, 56.1712135),23809
c(10.2042457, 56.1712327),23810
c(10.1994276, 56.1704887),23811
c(10.199361, 56.1704583),23812
c(10.1862373, 56.1298921),23813
c(10.18646, 56.1300489),23815
c(10.1863127, 56.1298726),23816
c(10.1863775, 56.1298557),23817
c(10.1861729, 56.1299088),NA
c(10.186111, 56.1299249),23818
c(10.1863207, 56.1300857),23819
c(10.1862614, 56.1301014),23821
c(10.1865269, 56.1300312),23822
c(10.1858501, 56.1299761),NA
c(10.185865, 56.1299949),NA
c(10.185894, 56.1300313),23824
c(10.1854514, 56.1299609),23825
c(10.1846802, 56.1297255),23827
c(10.1852139, 56.1298719),23828
c(10.1841596, 56.1298621),23831
c(10.1843051, 56.1296238),23832
c(10.1840523, 56.1298417),23833
c(10.1841979, 56.1296034),NA
c(10.183945, 56.1298214),23835
c(10.1840906, 56.1295831),23836
c(10.1838372, 56.1298009),23837
c(10.1839827, 56.1295626),23838
c(10.1837286, 56.1297803),23839
c(10.1838741, 56.129542),23840
c(10.1836155, 56.1297588),23841
c(10.183761, 56.1295206),NA
c(10.2219424, 56.1729789),23848
c(10.2202534, 56.1710955),23849
c(10.2202902, 56.1710917),23850
c(10.2203569, 56.1710836),NA
c(10.1763109, 56.1144791),NA
c(10.1763082, 56.1145114),NA
c(10.1763043, 56.1145573),23871
c(10.1768949, 56.1144971),NA
c(10.1768894, 56.1145274),NA
c(10.1768925, 56.1145496),NA
c(10.1768803, 56.1145741),23873
c(10.2010018, 56.159582),23874
c(10.2003326, 56.1593243),23875
c(10.2010916, 56.1596182),23877
c(10.2011935, 56.1598297),23878
c(10.2013198, 56.1598777),23879
c(10.2013906, 56.1599322),23881
c(10.202144, 56.1588037),23882
c(10.2020067, 56.1587543),23883
c(10.2018105, 56.1586883),23884
c(10.2024326, 56.1585481),23886
c(10.2022635, 56.1584895),23887
c(10.2021461, 56.1584596),23888
c(10.2009654, 56.1588353),23890
c(10.2011122, 56.1587542),23891
c(10.201291, 56.158653),23892
c(10.2008799, 56.1588849),23893
c(10.1993549, 56.158873),23894
c(10.1992026, 56.1588926),23895
c(10.1983707, 56.1598623),23897
c(10.1984144, 56.1597829),23898
c(10.1987574, 56.1600708),23900
c(10.1987019, 56.1601596),23901
c(10.188691, 56.1454455),23903
c(10.1885542, 56.1453731),23904
c(10.1643189, 56.1713108),23907
c(10.1638849, 56.1705522),NA
c(10.1829935, 56.1775186),23915
c(10.2073931, 56.1308284),23917
c(10.2263695, 56.1635068),NA
c(10.2254896, 56.1639241),23920
c(10.1936824, 56.1529782),23923
c(10.1936783, 56.1528735),23924
c(10.1937133, 56.1529496),23925
c(10.1936962, 56.153438),NA
c(10.1936251, 56.1534317),NA
c(10.1933465, 56.1532298),NA
c(10.1932038, 56.1531265),NA
c(10.1931599, 56.1530947),23926
c(10.1930555, 56.1531207),23927
c(10.1930094, 56.1530884),23928
c(10.1931451, 56.153084),23929
c(10.1930857, 56.1531083),23930
c(10.1936035, 56.1534409),23932
c(10.1933234, 56.1532397),23934
c(10.1931801, 56.1531368),23936
c(10.2134091, 56.1600633),23937
c(10.2135795, 56.1598237),NA
c(10.2131876, 56.1599342),23938
c(10.2136621, 56.1597988),23939
c(10.2137392, 56.1599332),23940
c(10.2130555, 56.159967),23941
c(10.2130223, 56.1599775),23942
c(10.2137866, 56.159762),23944
c(10.2139787, 56.1597199),23945
c(10.2128413, 56.159887),23947
c(10.2127201, 56.1599215),23948
c(10.2129162, 56.1598656),23949
c(10.2125362, 56.1600334),23950
c(10.1613218, 56.1303813),23951
c(10.1611047, 56.1302838),NA
c(10.1608309, 56.1301607),23952
c(10.1618416, 56.1297595),NA
c(10.1615569, 56.1296367),23953
c(10.1623795, 56.1293768),23954
c(10.1614721, 56.1304461),23956
c(10.1614127, 56.1305202),23959
c(10.161557, 56.1303649),23960
c(10.1613732, 56.1294398),23962
c(10.1585081, 56.126326),23964
c(10.2084528, 56.1853733),23966
c(10.2161824, 56.1841325),23968
c(10.2167188, 56.1840945),23970
c(10.2164405, 56.1841034),23972
c(10.1655062, 56.1280622),23974
c(10.1656504, 56.1280789),23976
c(10.1656307, 56.1280766),NA
c(10.1656204, 56.1280754),23977
c(10.1655921, 56.1280722),23978
c(10.1656508, 56.1280474),23979
c(10.1657763, 56.1278678),23980
c(10.1656403, 56.1280628),23982
c(10.165607, 56.1281135),23983
c(10.165616, 56.1280995),23985
c(10.1655214, 56.128064),23986
c(10.2102476, 56.1693367),NA
c(10.2105344, 56.169402),NA
c(10.2105214, 56.1692513),NA
c(10.2106699, 56.1691104),23990
c(10.2107142, 56.1692846),23991
c(10.2111351, 56.1694759),23994
c(10.1582845, 56.1548391),23996
c(10.2188712, 56.1636716),23997
c(10.2190819, 56.1637843),23998
c(10.2190007, 56.1635958),23999
c(10.2192145, 56.1637082),24000
c(10.1751175, 56.1693036),24003
c(10.1754515, 56.1685106),NA
c(10.1754838, 56.1682439),24005
c(10.1755014, 56.1681728),24006
c(10.1755149, 56.1680914),NA
c(10.1746292, 56.1680445),NA
c(10.1745152, 56.168038),NA
c(10.174636, 56.1680094),24009
c(10.1729724, 56.1679246),NA
c(10.1759165, 56.1698299),24019
c(10.1781627, 56.1698675),24021
c(10.1783202, 56.1689846),24022
c(10.1752331, 56.1713744),24024
c(10.1938748, 56.1578561),24027
c(10.193829, 56.1577973),24028
c(10.193878, 56.1579467),24029
c(10.1937489, 56.1579829),24032
c(10.1936523, 56.157883),NA
c(10.1932159, 56.1580187),24034
c(10.1935907, 56.1578924),24035
c(10.1959032, 56.1579337),24038
c(10.1958208, 56.1580003),24039
c(10.1959483, 56.1578546),24040
c(10.1960752, 56.1574608),24041
c(10.1962996, 56.1575014),24042
c(10.1959475, 56.1576857),24043
c(10.1959939, 56.1576039),24044
c(10.195699, 56.157897),24047
c(10.1956438, 56.1579854),24048
c(10.1957481, 56.1578185),24049
c(10.1955699, 56.1578737),24051
c(10.1954909, 56.1579988),24052
c(10.1956194, 56.1577954),24053
c(10.1885413, 56.1611349),24058
c(10.1993803, 56.1577529),24059
c(10.1993573, 56.1577747),24060
c(10.1994702, 56.157823),24061
c(10.2020206, 56.1575986),24062
c(10.2020303, 56.1575479),24063
c(10.2020038, 56.1576881),24064
c(10.2018724, 56.1580707),24065
c(10.2018944, 56.1579761),24066
c(10.2018477, 56.1581766),24067
c(10.2014813, 56.1578704),24068
c(10.2015197, 56.1577908),24070
c(10.2015541, 56.1576584),24071
c(10.2015773, 56.157572),24072
c(10.2088114, 56.1956216),24075
c(10.2092330642481, 56.1959064206124),24076
c(10.2048776, 56.1575279),24077
c(10.2048813, 56.1573849),24078
c(10.2048765, 56.1576176),24079
c(10.2045716, 56.1576057),24080
c(10.2045812, 56.1575114),24081
c(10.2045822, 56.1572646),24083
c(10.1791367, 56.158237),24084
c(10.1933421, 56.1487871),24085
c(10.1933336, 56.1488413),24086
c(10.1812787, 56.158751),24089
c(10.199623, 56.1572075),24091
c(10.2099234, 56.1390152),NA
c(10.2099947, 56.1281236),24095
c(10.2100131, 56.1281125),24096
c(10.2100701, 56.1280261),24097
c(10.2101976, 56.1281477),24098
c(10.2101268, 56.1281576),24099
c(10.2101268, 56.1281695),24100
c(10.2062033, 56.1269992),NA
c(10.1820382, 56.1312743),24107
c(10.1789079, 56.1383239),24109
c(10.1729299, 56.1351832),24110
c(10.1663057, 56.1316324),24119
c(10.166804, 56.1316358),24121
c(10.1670789, 56.1318159),24123
c(10.1672747, 56.1319886),24125
c(10.1640366, 56.1282941),24132
c(10.1639944, 56.1282156),NA
c(10.1637979, 56.1283516),24134
c(10.1548479, 56.1240997),24135
c(10.149012519306, 56.1216546446312),24136
c(10.1514363, 56.1230291),24137
c(10.1510721, 56.1228591),24138
c(10.1489050550858, 56.1217672437858),24139
c(10.1523985, 56.1231558),24140
c(10.1527277, 56.1233076),24141
c(10.1551288, 56.124871),24143
c(10.1610013, 56.1277382),NA
c(10.1942699, 56.1267312),NA
c(10.1938476, 56.1266356),24151
c(10.1937002, 56.126605),24152
c(10.1941514, 56.125503),24156
c(10.2217283, 56.1640716),24158
c(10.1630053, 56.1673046),24160
c(10.1630653, 56.1673063),24161
c(10.163138, 56.167302),24162
c(10.1564157, 56.1674454),24165
c(10.1569525, 56.1669472),24166
c(10.1570272, 56.1668757),24167
c(10.157096, 56.1668994),24168
c(10.1573041, 56.166971),24174
c(10.1599298, 56.1668016),24176
c(10.1583336, 56.1664187),24177
c(10.1606956, 56.1663828),24179
c(10.1608871, 56.1663789),24181
c(10.2073457754335, 56.1090025974592),24182
c(10.2139509, 56.1689796),24184
c(10.1948498, 56.1578487),24185
c(10.1759287, 56.1618715),24187
c(10.1759762, 56.1618194),24188
c(10.1793293, 56.1582924),24189
c(10.17961, 56.1583732),24190
c(10.1795005, 56.1583417),24191
c(10.1794545, 56.1583285),24192
c(10.1793597, 56.1583012),24193
c(10.1945427, 56.1597636),24196
c(10.1946552, 56.159806),NA
c(10.1945149, 56.1598573),NA
c(10.194423, 56.1598024),24198
c(10.1945637, 56.1598208),NA
c(10.194496, 56.1597765),24200
c(10.1943438, 56.1599525),NA
c(10.1942521, 56.1599565),NA
c(10.194195, 56.1599379),24204
c(10.1943068, 56.1599876),NA
c(10.1942026, 56.1601062),24206
c(10.1940876, 56.1600699),24207
c(10.1941504, 56.1602347),NA
c(10.1940303, 56.1602039),24210
c(10.1940063, 56.1604801),NA
c(10.1939194, 56.1605746),NA
c(10.1939176, 56.1605837),NA
c(10.1937258, 56.1606149),24212
c(10.1939111, 56.1604496),24213
c(10.1942697, 56.1605107),NA
c(10.1941821, 56.1605478),NA
c(10.1940716, 56.1606434),NA
c(10.1939683, 56.1606975),24216
c(10.1944011, 56.1603067),NA
c(10.1944768, 56.1601978),NA
c(10.1944933, 56.1600759),NA
c(10.1938519, 56.1605181),24230
c(10.1916372, 56.1602608),NA
c(10.1915468, 56.1602701),NA
c(10.1915863, 56.160196),NA
c(10.1916767, 56.1602221),NA
c(10.1916861, 56.160174),NA
c(10.1916983, 56.1601644),NA
c(10.1918971, 56.160115),NA
c(10.1919387, 56.1601348),NA
c(10.191935, 56.160158),NA
c(10.1918889, 56.1600792),NA
c(10.1918331, 56.1600657),NA
c(10.1919559, 56.1600577),NA
c(10.1912516, 56.1599377),24257
c(10.1911812, 56.1599187),24258
c(10.1911569, 56.1599192),24259
c(10.1893, 56.161539),24261
c(10.1891511, 56.1614607),24264
c(10.1892926, 56.1615291),24265
c(10.1918551, 56.1598401),NA
c(10.1916359, 56.1598633),NA
c(10.1915993, 56.1599992),NA
c(10.191498, 56.1601038),NA
c(10.194024, 56.1594938),24275
c(10.1937068, 56.1602112),24277
c(10.1938948, 56.1601886),24279
c(10.1938569, 56.1600024),24281
c(10.1941399, 56.1599312),24283
c(10.2285079, 56.1662217),24284
c(10.1940585, 56.1598351),24287
c(10.1939731, 56.1599015),24288
c(10.1933268, 56.1599214),NA
c(10.1425902364212, 56.1581820999051),24305
c(10.1518382, 56.1423744),24307
c(10.1517614, 56.1425459),24309
c(10.1517072, 56.1427268),24311
c(10.1515291, 56.1428903),24313
c(10.2295469, 56.1854446),24321
c(10.2306586, 56.1856483),24324
c(10.1894191, 56.1704567),24326
c(10.1872628, 56.1701378),NA
c(10.1873358, 56.1701341),24327
c(10.2120755, 56.153339),24328
c(10.2267368, 56.1659487),24331
c(10.2251509, 56.1652536),NA
c(10.2238088, 56.1645292),NA
c(10.2234456, 56.1641864),NA
c(10.2224076, 56.163686),NA
c(10.2220787, 56.1635943),NA
c(10.2276621, 56.1664455),NA
c(10.2280263, 56.1666424),24332
c(10.2251544, 56.1650637),NA
c(10.185763, 56.113486),24335
c(10.1858917, 56.1134712),NA
c(10.1864917, 56.113402),NA
c(10.1868322, 56.1133628),NA
c(10.1857313, 56.1127336),NA
c(10.1858203, 56.1129089),NA
c(10.1856936, 56.1132559),24352
c(10.1874399, 56.1593323),NA
c(10.1873964, 56.1593612),24357
c(10.1873263, 56.1593799),24358
c(10.1874953, 56.1591468),24361
c(10.2094613, 56.1602527),NA
c(10.2093431, 56.1602335),24363
c(10.2093012, 56.1602268),24364
c(10.2092485, 56.1600083),24365
c(10.2095285, 56.1601515),24367
c(10.2095022, 56.1601911),NA
c(10.2094526, 56.1601809),24369
c(10.2094212, 56.1601746),24371
c(10.1997394, 56.1664681),24372
c(10.2142755, 56.1695036),24374
c(10.2077951, 56.1705722),NA
c(10.1778595, 56.1156027),NA
c(10.1778624, 56.1156151),24375
c(10.1781602, 56.1155805),NA
c(10.1782164, 56.1155764),NA
c(10.1783674, 56.1155653),24377
c(10.1783942, 56.1156649),NA
c(10.1784314, 56.1158034),24378
c(10.1797263, 56.1154257),24379
c(10.1796819, 56.1152122),24380
c(10.1797435, 56.1152075),NA
c(10.1802073, 56.1151723),24381
c(10.1797846, 56.1151788),NA
c(10.1800041, 56.1150255),24384
c(10.1797511, 56.1150446),NA
c(10.1797253, 56.1149418),24386
c(10.1801689, 56.1150128),24389
c(10.1801643, 56.114993),24390
c(10.1791715, 56.1152158),24391
c(10.1790329, 56.1152265),24392
c(10.1788768, 56.1151673),NA
c(10.1789055, 56.1152225),NA
c(10.1787294, 56.1151298),NA
c(10.1786996, 56.115087),24394
c(10.1784896, 56.1151053),NA
c(10.1785502, 56.115069),24398
c(10.1782718, 56.1151201),24400
c(10.1782762, 56.1151367),24401
c(10.1778861, 56.1157119),24402
c(10.1788822, 56.1162224),24404
c(10.1791066, 56.1162243),24406
c(10.178742, 56.1162256),NA
c(10.1787307, 56.1162496),24409
c(10.2137371, 56.1218899),24410
c(10.1998054, 56.1497869),24413
c(10.1997913, 56.1498841),24414
c(10.1998405, 56.150063),24415
c(10.1997444, 56.1502382),24416
c(10.1998421, 56.1499285),24417
c(10.1761257, 56.1535368),NA
c(10.1755967, 56.1538761),24419
c(10.1776924, 56.1529483),24420
c(10.1777935, 56.1528835),NA
c(10.1795133, 56.1164317),24426
c(10.1795252, 56.1164801),24427
c(10.1835577, 56.1158746),NA
c(10.1780816, 56.115262),24433
c(10.177845, 56.1150799),NA
c(10.1775345, 56.1151304),NA
c(10.1774341, 56.1151366),NA
c(10.1778649, 56.1151658),24436
c(10.1785314, 56.1156549),24438
c(10.178579, 56.1156436),24439
c(10.1775373, 56.115141),24441
c(10.1774286, 56.1151457),24442
c(10.177367, 56.1151504),24443
c(10.1773698, 56.1151571),24444
c(10.1961604, 56.1849688),NA
c(10.1963984, 56.1845629),NA
c(10.1966435, 56.1841406),NA
c(10.1971336, 56.1839958),NA
c(10.197231, 56.1838235),NA
c(10.1970721, 56.1842313),NA
c(10.1973929, 56.1840387),24452
c(10.1971876, 56.1840053),24455
c(10.1969336, 56.1843551),24460
c(10.1970507, 56.1869273),24468
c(10.2020667, 56.1851764),24471
c(10.2015343, 56.185357),24473
c(10.1879386, 56.162556),24477
c(10.1832842, 56.1148881),24481
c(10.1840978, 56.115014),24485
c(10.1841192, 56.1150106),NA
c(10.1875584, 56.1134722),24491
c(10.18764, 56.1134668),24492
c(10.1923282, 56.1720014),24494
c(10.1924625, 56.1719838),24495
c(10.1745627, 56.1137885),24496
c(10.1743138, 56.1136024),24497
c(10.2096424, 56.1110752),NA
c(10.2114414, 56.1108899),NA
c(10.2094969, 56.1105283),NA
c(10.1407789944307, 56.1557014744844),24506
c(10.140798, 56.1555372),24507
c(10.1412879, 56.1554912),24508
c(10.1416248, 56.1555116),24510
c(10.1906991, 56.172837),24513
c(10.1827008, 56.1749587),24514
c(10.1986156, 56.1782694),24517
c(10.1914635, 56.1760997),24519
c(10.2098331, 56.1572421),NA
c(10.1775643, 56.1540447),24522
c(10.1771044, 56.1541471),24523
c(10.1879442, 56.1653286),24533
c(10.1883173, 56.1555779),24542
c(10.1880598, 56.1555722),24543
c(10.1894776, 56.1546297),24545
c(10.1896733, 56.154635),24547
c(10.1898506, 56.1550595),24548
c(10.1898692, 56.1549513),24549
c(10.1873667, 56.1548951),24551
c(10.1873691, 56.1548777),24553
c(10.1879531, 56.1549147),24555
c(10.187955, 56.1548975),24557
c(10.1888927, 56.1550234),24559
c(10.1888948, 56.155005),24561
c(10.1830051, 56.1826161),24567
c(10.1586885, 56.1463528),24568
c(10.1677372, 56.1501646),NA
c(10.1675638, 56.1501378),24571
c(10.1676054, 56.1500555),24572
c(10.167712, 56.1498576),24573
c(10.1667412, 56.149462),24575
c(10.1698869, 56.1218298),24578
c(10.1705148, 56.1220831),24579
c(10.2135495, 56.1639586),24583
c(10.2192913, 56.1702781),24586
c(10.2196621, 56.1705644),24588
c(10.2324449, 56.1768852),24592
c(10.2324598, 56.1768988),24593
c(10.2322935, 56.1768746),24594
c(10.2323499, 56.1768577),24595
c(10.211392, 56.1569368),24597
c(10.2109589, 56.1566235),24598
c(10.211148, 56.1570309),24599
c(10.2115165, 56.1569572),24600
c(10.1973365, 56.1674296),24602
c(10.1973731, 56.1676589),24603
c(10.1922101, 56.1612906),24604
c(10.1968878, 56.168142),24606
c(10.1967482, 56.1681492),NA
c(10.1963445, 56.1681699),NA
c(10.2090341, 56.1684658),NA
c(10.2086529, 56.1690104),NA
c(10.200182, 56.1428307),24612
c(10.1937515, 56.1699535),24614
c(10.1468775, 56.1413556),NA
c(10.1698429, 56.1722994),24617
c(10.2218914, 56.1399631),NA
c(10.2230567930001, 56.1398703548289),24620
c(10.233401986462, 56.1443061840688),24621
c(10.23307, 56.1445775),24622
c(10.233055116, 56.1437753954729),24624
c(10.2326958, 56.1436256),24625
c(10.2339499213658, 56.1426391602945),24626
c(10.2341651930001, 56.1426192929265),24627
c(10.2341445488199, 56.1426391600445),24628
c(10.2340607044389, 56.1426391601897),24629
c(10.233697312427, 56.1426391601629),24632
c(10.2336111070001, 56.1427124336882),24633
c(10.2319071, 56.1420026),24634
c(10.2310599, 56.1417298),24635
c(10.2230567930001, 56.1400784761818),24637
c(10.2219082, 56.1400261),NA
c(10.2223366, 56.1399884),24639
c(10.2230567930001, 56.139934917701),24640
c(10.2235209106544, 56.1401405331669),24641
c(10.2204514, 56.1401487),24642
c(10.2108492, 56.1413303),24643
c(10.2109809, 56.141354),24644
c(10.2115935, 56.1419953),24645
c(10.2121743, 56.1424701),NA
c(10.2111147, 56.1428464),24646
c(10.2110385, 56.1427841),NA
c(10.2103838, 56.1422494),24647
c(10.2117665, 56.1426215),24648
c(10.2114125, 56.1417635),NA
c(10.2111004, 56.1416433),24651
c(10.2112737, 56.1417727),NA
c(10.2108479, 56.1414633),24653
c(10.2109655, 56.1414145),NA
c(10.211029, 56.1413881),24654
c(10.2113814, 56.141733),NA
c(10.2108148, 56.1414381),24657
c(10.2105354, 56.1411802),24658
c(10.2086739, 56.1464811),24661
c(10.2086459, 56.1483201),24662
c(10.2105407, 56.1518804),NA
c(10.2105316, 56.1518676),24664
c(10.1954702, 56.137307),24666
c(10.1956528, 56.1373036),24667
c(10.1948694, 56.1372379),24668
c(10.1951905, 56.1373771),24669
c(10.1948974, 56.1373241),24670
c(10.1960416, 56.1373865),24671
c(10.1955912, 56.1372648),24672
c(10.1956427, 56.1373374),NA
c(10.1954902, 56.1372131),24673
c(10.1955963, 56.1372379),NA
c(10.1952139, 56.1374029),24674
c(10.1952313, 56.1373257),NA
c(10.1952445, 56.1372674),24675
c(10.194994, 56.1372598),24676
c(10.1956695, 56.1362486),24678
c(10.1955384, 56.136647),24679
c(10.1953782, 56.1368454),24680
c(10.1953755, 56.1370001),24681
c(10.1954117, 56.1368372),24682
c(10.1805385, 56.1202561),NA
c(10.1807607, 56.12026),NA
c(10.1809598, 56.1201796),NA
c(10.1805404, 56.1202179),24687
c(10.1786443, 56.1198179),NA
c(10.1778771, 56.1196615),24696
c(10.1756589, 56.1192939),NA
c(10.175887, 56.1196789),NA
c(10.1756296, 56.1200614),NA
c(10.1769819, 56.1205783),24701
c(10.1775888, 56.1198175),24703
c(10.1775724, 56.1202762),24705
c(10.1756509, 56.1195658),24706
c(10.1756452, 56.119697),NA
c(10.175635, 56.1199348),NA
c(10.1761353, 56.1213243),24714
c(10.1785823, 56.1211825),NA
c(10.1786021, 56.1208798),NA
c(10.1788097, 56.1207731),NA
c(10.1793719, 56.1207799),NA
c(10.1819771, 56.1200347),24716
c(10.2099882, 56.151779),NA
c(10.2102236, 56.1519315),NA
c(10.2079167, 56.1515325),NA
c(10.2079407, 56.151539),24725
c(10.2094722, 56.1520989),24726
c(10.2096433, 56.1520609),NA
c(10.2102071, 56.1519352),NA
c(10.2081968, 56.1519443),24728
c(10.2082548, 56.1520365),24729
c(10.2086824, 56.1516595),NA
c(10.2086879, 56.1516499),NA
c(10.2086564, 56.151635),NA
c(10.2081581, 56.1518853),24730
